title,body
ehran says Russia not creating obstacles for negotiations on Iran nuke deal -  World,"MOSCOW, March 15. /TASS/. Russia is not creating any obstacles for the Iranian nuclear deal negotiations, and they have nothing to do with the events in Ukraine, Iranian Foreign Minister Hossein Amir-Abdollahian said on Tuesday at a press conference following talks in Moscow with his Russian counterpart Sergey Lavrov.
""Russia is not creating any obstacles towards reaching agreements, there is no connection between the developments in Ukraine that we talked about and the Vienna talks,"" he stressed.
The Iranian top diplomat stressed that Russia has been playing an important and constructive role from the very start of these talks. ""Russia will be by Iran's side until the end of the negotiations and will support Iran to reach this good, soild and lasting agreement,"" he added.
Hope remains for speedy agreement
The Iranian foreign minister also anticipates that a deal will be reached soon. ""We hope that the Americans will give up their unbridled demands right as we get close to reaching [the deal], and we will be able to announce a good deal in the near future, so to speak, with the support of all parties that are involved in the Vienna talks,"" he said.
According to the Iranian minister, a delay in the talks could create a good ground for resolving the remaining issues.
In addition, he noted Iran's balanced foreign policy. ""Iran today plays an important role in its balanced foreign policy and does not want to become a satellite of someone else and does not want to create satellites for itself,"" he added.
According to the Iranian top diplomat, no one can be an obstacle to the development of relations between Tehran and Moscow. ""This is precisely the realization of the interests of the people of Iran, it shows us the way to move forward and cannot have a negative impact on the course of the Vienna talks,"" Amir-Abdollahian added, ""A realistic view by the US in these days and final weeks before an agreement is reached is very important.""
On March 11, EU High Representative for Foreign Affairs and Security Policy Josep Borrell said that the Vienna talks had taken a break due to external factors. He said the final text is almost ready, so he will liaise with all parties to the JCPOA and the US to finalize the agreement.
"
"Putin, King of Bahrain discuss teamwork in battle against coronavirus — Kremlin -  Society & Culture","MOSCOW, March 15./TASS/. Russian President Vladimir Putin and Bahrain’s King Hamad bin Isa Al Khalifa discussed on Tuesday cooperation in the battle against the coronavirus pandemic with a glance to the successful use of Russian vaccines in Bahrain, the Kremlin press service reported after their phone call.
The leaders ""discussed key issues regarding Russian-Bahraini cooperation on the political and trade-economic tracks,"" it said. ""Attention was paid to cooperation in the battle against the spread of the coronavirus infection, including in terms of the successful use of Russian vaccines in the kingdom,"" the Kremlin said.
The leaders expressed ""commitment to the onward development of friendly relations between Russia and Bahrain,"" the press service said, adding that the phone call was initiated by Bahrain.
"
Kremlin emphasizes anti-Russian sanctions must be considered when discussing Iran deal -  Russian Politics & Diplomacy,"MOSCOW, March 15. /TASS/. The anti-Russian sanctions should be taken into account when restoring the Iran nuclear deal, Kremlin Spokesman Dmitry Peskov said on Tuesday.
""The anti-Russian sanctions affect our country’s interests in the context of this deal and in the continuation of this deal. That is why these sanctions should be taken into account and kept in mind,"" he emphasized.
""This is a new aspect, which cannot be left out, and it has to be considered,"" he stressed. ""This is Russia’s position and the United States is well aware of it.""
""This is not a public topic,"" Peskov noted. ""We are stating this problem, but we cannot be absolutely public in everything that concerns the JCPOA (Joint Comprehensive Plan of Action - TASS).""
According to the Kremlin spokesman, the topic of the continuation of the talks is very important for Russia.
Sanctions and JCPOA
US Department of State Spokesperson Ned Price said on Monday that Washington was not going to make any new proposals to Russia concerning the sanctions in the context of the talks on restoring the Iran nuke deal. He stressed that the US believes that the best way to settle this problem is to return to the full implementation of the deal.
Last week, a pause was declared in the Vienna talks to revive the Iran nuclear deal.
Meanwhile, in the context of the unprecedented sanction crusade from Western nations, Moscow has requested written guarantees from Washington that the regime of trade-and-economic and investment ties under the JCPOA and Russia’s cooperation with Iran would not be affected by the current sanctions.
According to Iranian Foreign Ministry Spokesman Saeed Khatibzadeh, Russia’s request has been officially voiced and will be discussed by the Joint Commission of the JCPOA along with other proposals on the nuclear deal.
"
"Russia, US have opposite approaches to developments in Ukraine — senior diplomat -  Russian Politics & Diplomacy","MOSCOW, March 15. /TASS/. Moscow and Washington have opposite approaches to the developments in Ukraine, which stem, to a larger extent, from Washington’s policy, Russian Deputy Foreign Minister Sergey Ryabkov said on Tuesday.
""We have diametrically opposed approaches to what is going on in Ukraine. Everything that is happening there now, to a larger extent, stems from the policy Washington has been pursuing for years,"" he said.
According to the Russian senior diplomat, Washington has been deliberately seeking to make an ""anti-Russia"" out of Ukraine and has been ""depriving the Kiev authorities of any possibility to do at least something to implement the Minsk agreements."" ""The United States’ role in this tragedy is absolutely destructive. We condemn this American position,"" Ryabkov stressed. ""But that is in the past now. Our efforts are focused entirely on the goals of the special military operation.""
On February 24, Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aimed to demilitarize and denazify the country.
Following this step, the United States, the European Union, the United Kingdom and several other countries announced sanctions against Russia individuals and legal entities.
"
"Russia, Ukraine discuss settlement and ceasefire issues — Ukrainian presidential adviser -  Russian Politics & Diplomacy","KIEV, March 15. /TASS/. Ukrainian presidential adviser Mikhail Podolyak said the Russian and Ukrainian delegations were discussing the settlement and ceasefire issues on Tuesday.
""Negotiations are continuing. Consultations on the main negotiation platform have resumed. [The delegations are discussing] the topical issues of the settlement, the ceasefire and the withdrawal of troops from the territory of our country,"" he wrote in his Telegram channel.
Another talks between the Russian and Ukrainian delegations began on Monday in an online format. Later, it was announced that the sides took a pause. On Tuesday, the Ukrainskaya Pravda quoted a member of Kiev's delegation, the Verkhovna Rada lawmaker David Arahamia, as saying that the talks had resumed.
On February 28, the first round of Russian-Ukrainian talks took place in the Gomel region. It lasted five hours. The second round held on March 3, also in Belarus, resulted in an agreement on humanitarian corridors for civilians. The third round took place in the Brest region, Belarus, on March 7. On March 10, Russian Foreign Minister Sergey Lavrov and his Ukrainian counterpart Dmitry Kuleba met on the sidelines of the Antalya Diplomacy Forum in Turkey.
Russian President Vladimir Putin on February 24 launched a special military operation in Ukraine following a request for assistance from the leaders of the Donbass republics. He said Moscow had no plans for an occupation of Ukrainian territories. The sole purpose is the country’s demilitarization and denazification.
"
Lukashenko reveals Ukrainian missile downed over Belarus -  World,"MINSK, March 15. /TASS/. A Tochka-U missile was launched towards Belarus by the Ukrainian armed forces and was then shot down by the national air defense forces over Pripyat, Belarusian President Alexander Lukashenko said on Tuesday.
""I have warned that we will be pushed into this [military] operation, into this war,"" Belarusian news agency BelTA quoted Lukashenko as saying. ""This was proven just two days ago with another overnight launch of a Tochka-U missile and it was a strike towards our territory.""
""Together with the Russians, we intercepted [the missile] and shot it down in the airspace over Pripyat,"" the Belarusian president revealed.
Lukashenko also said that all interested parties are welcome to come and take a look at the scene of the debris of the downed missile. ""This is not fake and this is what I am telling you about.""
""We didn’t say anything because we needed to get to the bottom of what was going on there,"" the Belarusian president explained.
""What is this all about? Do they want to annihilate Belarus with a single missile? Not a chance, because this missile will simply not reach us,"" he said. ""But why is this all continuing? It is all done to provoke us so that we’ll start responding.""
""However, we are not simpletons, and if we respond, we’ll respond on a grand scale and everyone will feel it. Until now, we’ve been patient.""
"
Russia was forced to take steps to defend itself amid Western threats — Security Council -  Russian Politics & Diplomacy,"GROZNY, March 15. /TASS/. Russia was forced to take preemptive measures to defend itself in the conditions of threats from the West, Russian Security Council Secretary Nikolay Patrushev said at a meeting on national security in the North Caucasus Federal District.
""In these conditions we were forced to take preemptive measures to ensure the security of Russia and its citizens,"" the official said.
""The US believes that it has the right to spread democracy around the world, imposing its own understanding of this form of political power, using any methods for this, including military ones, disregarding the principles of international law, customs, culture and security of other peoples,"" he said. ""We know all too well what this led to in Afghanistan, Iraq, Libya, Syria.""
""Russia has already faced similar threats here, in the North Caucasus, at the end of the last and the beginning of this century,"" Patrushev said. ""But we have learned our lessons from the aggression that was unleashed against us while being instigated by the collective West using international terrorist organizations.""
Russia, he said, has managed to overcome all the problems created from outside, including through the resilience of the peoples of the North Caucasus, ""who often at the cost of their lives made a significant contribution to the preservation of the sovereignty and territorial integrity of our state.""
""And after everything that happened in the North Caucasus, that is happening in Ukraine, near our borders in Europe, we continue to be told that there’s nothing that’s threatening Russia,"" Patrushev said. ""How can we trust those who constantly deceive us, continue to supply Ukraine with lethal weapons, create secret biological laboratories on its territory and encourage neo-Nazis?""
Following a decision by the president of Russia, a special military operation has been started that aims primarily to protect people who have been subjected to ""abuse and genocide by the Kiev regime"" for eight years, as well as to demilitarize and de-Nazify Ukraine, Patrushev said.
"
Russia’s cooperation with Iran is protected against sanctions by US guarantees — Lavrov -  Russian Politics & Diplomacy,"MOSCOW, March 15. /TASS/. Moscow has documented guarantees from the United States that the situation regarding imposed sanctions on behalf of Washington will have no impact on Russia’s cooperation with Iran, the Russian foreign minister said on Tuesday.
""We have received written guarantees,"" Sergey Lavrov said at a news conference following his talks in Moscow earlier in the day with Iranian Foreign Minister Hossein Amir-Abdollahian. ""They [the guarantees] are a part of the agreement on the resumption of the Joint Comprehensive Plan of Action [JCPOA] on Iran’s nuclear program.""
""The agreement’s wording stipulates a solid protection of all previously envisaged JCPOA projects and further directions of activities, including a direct involvement of our companies and specialists, as well as their cooperation in regard to such flagship project of our cooperation at the Bushehr NPP [Nuclear Power Plant].""
US State Department of State Spokesman Ned Price announced on Monday that the United States would yield to no concessions to Russia regarding the resumption of talks on the joint Comprehensive Plan of Action on Iran’s nuclear program.
The Vienna talks on reviving the Iran nuke deal have entered the final stretch late last month and were expected to be over by late February, but extra circumstances requiring political decisions in Tehran, Washington and EU capitals have surfaced. The 20-page text of the deal on further measures to return to the nuclear deal in its original format has been agreed on.
According to diplomatic sources, the parties’ demands, including those of Russia, might have been impacted by the sanctions policy following the special military operation in Ukraine.
EU foreign policy chief Josep Borrell said on March 11 that the parties to the Vienna talks have taken a pause due to external factors. He said that the final text is practically ready and pledged to maintain contact with all JCPOA signatories to finalize the agreement.
The Russian Foreign Ministry announced in a statement on Monday that Moscow believed in the path of effectively and fully resuming the implementation of the JCPOA through ""restoring a balance between the nuclear and economic aspects of the deal, as well as between the relevant interests of all the parties."".
"
EU sanctions against Russia won’t disrupt energy supply of Hungary — Foreign Minister -  Business & Economy,"VIENNA, March 15. /TASS/. New sanctions of the European Union against Russia will affect neither Hungary’s energy supply nor its joint energy projects with Moscow, including the construction of the Paks 2 nuclear power plant, Hungarian Foreign Minister Peter Szijjarto said on Tuesday.
He was commenting on the EU decision to adopt the fourth package of sanctions against Russian companies and individuals.
""Hungarian energy supply is secure"", the minister said in his video address on Facebook. He stressed that Hungary will show solidarity with other EU members but the Hungarian people ""should not pay the price"" for sanctions against Moscow imposed due to Russia’s actions in Ukraine.
""Energy security of Hungary is the red line for us"" that should not be crossed, Szijjarto said.
He added that Hungary will continue to receive Russian gas, and the Hungarian energy company MOL will continue to work in Russia, including the development of the Baitugan oil field (Orenburg region).
The sanctions should not affect the construction of two new units of the nuclear power plant in Paks, about 100 kilometers south of Budapest. ""Sanctions will not do any harm"" to this project, which is being carried out with Russian participation, the minister said.
About joint projects
Last September, Hungary signed two long-term contracts with Gazprom, which provide for the supply of a total of 4.5 billion cubic meters of gas per year through pipelines going through Serbia and Austria, bypassing Ukraine. The agreement was concluded designed for 15 years and can be reviewed 10 years after the start of implementation. However, in its current form, it will not meet all of Hungary's needs for Russian gas, the rest will have to be purchased from Gazprom through its trader on a short-term basis. Therefore, Budapest would like to increase gas supplies through Serbia by 1 billion cubic meters per year. This issue was discussed by Hungarian Prime Minister Viktor Orban during his visit to Moscow in early February.
As for Paks 2, it is expected that the construction of the second stage of the plant will begin after the issuance of all necessary permits by the national atomic energy agency.
Currently, there are four power units with VVER-440 type reactors at the nuclear power plant built according to the Soviet project on the banks of the Danube. It is planned that two new VVER-1200 reactors will be launched by the end of this decade. The Hungarian government hopes that, together with the development of solar energy, this will allow the country to become independent from electricity imports.
"
Putin congratulates Serdar Berdymukhamedov on winning Turkmen presidential election -  Russian Politics & Diplomacy,"MOSCOW, March 15. /TASS/. Russian President Vladimir Putin congratulated Serdar Berdymukhamedov on his election as Turkmen President and wished him success in a telephone conversation on Tuesday, the Kremlin press service said.
""The Russian president congratulated Serdar Berdymukhamedov on his victory in the March 12 presidential election and wished him success in this responsible state post,"" the message reads.
The Kremlin noted that Putin also warmly thanked Gurbanguly Berdimuhamedov for his great personal contribution to the development of bilateral relations and expressed confidence that as chairman of the upper house of parliament of Turkmenistan, he would continue to promote the strengthening of the Russian-Turkmen strategic partnership .
Congratulations to Turkmenistan's new president
Earlier on Tuesday, the Russian leader sent a congratulatory telegram to Serdar Berdymukhamedov. ""The results of the vote fully confirm your high political authority,"" the message, published on the Kremlin website, reads.
Putin expressed confidence that Serdar Berdymukhamedov's work in his new post ""will contribute to further building up the entire range of constructive Russian-Turkmenistan relations."" ""This undoubtedly meets the interests of our friendly peoples and goes in line with the strengthening of peace, security and stability in Central Asia and the Caspian region,"" the Russian president wrote.
The telegram notes that relations between Moscow and Ashgabat are developing in the spirit of strategic partnership, there is a meaningful political dialogue, fruitful cooperation in various fields, as well as cooperation within the CIS, the UN and other multilateral structures.
Putin wished the newly-elected president of Turkmenistan good health and prosperity.
Earlier, Turkmenistan's Central Electoral Commission announced that the candidate of Turkmenistan’s ruling Democratic Party, Serdar Berdymukhamedov, won the presidential election with 72.97% of the votes.
"
Putin tells King of Bahrain about reasons and goals of operation in Ukraine — Kremlin -  Russian Politics & Diplomacy,"MOSCOW, March 15. /TASS/. Russian President Vladimir Putin informed King Hamad bin Isa Al Khalifa of Bahrain about the reasons and goals of Russia’s special operation in Ukraine, the Kremlin press service said on Tuesday after their telephone conversation.
""Vladimir Putin told [the King of Bahrain] about the reasons and goals of the special military operation to defend Donbass, about the measures to protect the civilian population, and about Russia’s efforts at the talks with Ukrainian representatives,"" it said.
The Russian president and the King of Bahrain agreed to continue personal contacts.
On February 24, Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aimed to demilitarize and denazify the country.
The Russian-Ukrainian talks started on February 28. On March 10, Russian and Ukrainian Foreign Ministers, Sergey Lavrov and Dmitry Kuleba met on the sidelines of a diplomatic forum in Turkey’s Antalya. Apart from that, according to the Russian president, the sides have had a series of talks in the video format. The Russian delegation to the talks, both on-and offline, is led by presidential aide Vladimir Medinsky.
"
ctive gas in European UGS down 20.4% YOY — Gazprom -  Business & Economy,"MOSCOW, March 15. /TASS/. The active gas volume in European underground gas storages (UGS) as of March 13 is 20.4% lower than a year earlier, the Russian gas holding Gazprom said, citing Gas Infrastructure Europe data.
""50.4 bln cubic meters of gas were already withdrawn - 106.6% of the volume companies were able to inject in the summer season 2021,"" Gazprom said.
The total gas balance in European UGS stands at 26.2% and the withdrawal level from underground storages in Germany and France reached 74.9% and 80.8% respectively.
"
Lavrov warns US biolabs pose deadly threat to enormous amount of people -  Russian Politics & Diplomacy,"MOSCOW, March 15./TASS/. The activity of American biological laboratories is replete with life-threatening dangers to a huge number of civilians, Foreign Minister Sergey Lavrov told a news conference after talks with his Iranian counterpart Hossein Amir-Abdollahian.
""I am confident that the global community has fully realized and is yet to fully realize the inadmissibility of such activities which are actually chock-full of deadly threats to a huge number of civilians,"" Lavrov said.
According to him, the unearthed facts show the colossal scope of the US illegitimate activity to spread its military biological laboratories across the world. ""There are hundreds of such laboratories, including almost 30 just in Ukraine alone. And many were set up in a number of former Soviet countries precisely along the perimeter of Russia’s borders, as well as on China’s borders, and on the borders of the other countries located there,"" he stressed.
""We will demand, in this situation, that first this problem be considered within the context of the commitments for all countries participating in the Biological and Toxin Weapons Convention. Secondly, we will double and triple our efforts to make the Americans stop blocking our proposal submitted 20 years ago, about the need to establish a special verification mechanism under this convention for any alarming reports that there are agents out there that can be used to make biological weapons,"" he noted.
The US is against this mechanism, since it will ensure the transparency of any biological activity, the top diplomat stressed. ""The Americans don’t want to see this transparency, since it is more convenient for them to do everything under their control, which is what they are still doing,"" Lavrov stressed.
Earlier, Chief of Russia’s Nuclear, Biological and Chemical Protection Troops Igor Kirillov informed that a network of over 30 biological laboratories was set up in Ukraine, contracted by the US Defense Threat Reduction Agency (DTRA). According to Kirillov, on February 24, all these laboratories received an order from the Ukrainian Health Ministry to completely dispose of the biological agents stockpiled in those laboratories.
"
Kremlin has no info on Ukraine’s new law criminalizing cooperation with Russia -  World,"MOSCOW, March 15. /TASS/. The Kremlin has no information about new legislation in Ukraine imposing criminal liability for cooperating with Russia.
""No, we haven’t heard about this law, we’ll see what kind of law this is,"" Kremlin Spokesman Dmitry Peskov told reporters on Tuesday responding to a question on the matter.
Earlier, First Deputy Chairman of the Verkhovna Rada (the Ukrainian parliament) Alexander Kornienko said that Ukrainian President Vladimir Zelensky signed the relevant law, which stipulates a 15-year prison term as the penalty.
According to this legislation, Rada legislators who left Ukraine and previously expressed political stances that the Kiev regime considers to be unpatriotic can be sentenced to prison. Kornienko added that about 20 politicians could be targeted.
"
Lukashenko says Belarus won’t take part in Russia’s special operation in Ukraine -  Military & Defense,"MINSK, March 15. /TASS/. Belarus won’t take part in Russia’s special operation in Ukraine, Belarusian President Alexander Lukashenko said at a meeting with commanders and agents of the country’s security agencies on Tuesday.
""I want to emphasize this once again: We are not going to get involved in this operation that Russia is conducting in Ukraine,"" he said, the BelTA news service reported. ""Most importantly, I’m telling you as military servicemen, there is no need for this.""
Lukashenko said he believes Russia ""has enough troops there.""
""Can we give something to Russia from the perspective of weapons? No. We buy all this from the Russian Federation,"" he went on to say. ""They have everything and even better. That’s why we have no business there. And no one is telling us to go there.""
The president said that the Belarusian armed forces are carrying out their intended missions on the territory of the country. ""Our task - which is very important in any battle, not only in war - is to prevent an attack from behind on advancing troops. The Russian ones,"" he said. ""We must never allow this.""
He said Belarus is ""doing this, because we need this, as a state, in order to protect our borders in the northwest, west, and even, as it happens, in the south.""
"
Russian and Ukrainian delegations resumed negotiations — Ukrainian delegate -  World,"KIEV, March 15. /TASS/. The Russian and Ukrainian delegations resumed negotiations on Tuesday, the Ukrayinska Pravda online newspaper reports referring to parliamentarian David Arakhamiya, member of the Ukrainian delegation.
When asked when the negotiations would restart on Tuesday, he said ""they already continue"". Arakhamiya declined to comment further, the newspaper said.
The previous round of negotiations between the Russia and Ukrainian delegation was held via video format on Monday. Ukrainian President Vladimir Zelensky said overnight to Tuesday, that talks would resume on March 15.
Russian President Vladimir Putin on February 24 said in an early morning televised address that he had launched a special military operation in Ukraine in response to a request for help from the leaders of the Donbass republics. He stressed that Moscow had no intention of occupying Ukrainian territories. Furthermore, the sole purpose of the operation, the leader emphasized, is the demilitarization and denazification of Ukraine.
"
Lavrov castigates Washington’s ‘unbridled demands’ on Iran nuke deal -  World,"MOSCOW, March 15. /TASS/. The current situation around the Iran nuclear deal is hinged to the United States’ unbridled demands, Russian Foreign Minister Sergey Lavrov said on Tuesday after talks with his visiting Iranian counterpart, Hossein Amir-Abdollahian.
""If the Americans have not yet come to a final decision on supporting this agreement to restore the JCPOA, they probably want to shift this blame onto someone else. Mr. Minister has said that everything hangs on the United States’ unbridled demands,"" he said.
According to the Russian top diplomat, Moscow doesn’t have extreme demands regarding the Iran nuclear deal and reports that the United States may offer a new agreement to Iran without Russia’s participation are nothing but another ploy to shift responsibility.
""As for us, we don’t have and never had extreme demands, all our rights within the framework of cooperation with Iran on projects under the JCPOA are safely protected,"" Lavrov added.
The Vienna talks on reviving the Iran nuke deal have entered the final stretch and were expected to be over by late February, but extra circumstances requiring political decisions in Tehran, Washington and EU capitals have surfaced. The 20-page text of the deal on further measures to return to the nuclear deal in its original format has been agreed on.
According to diplomatic sources, the parties’ demands, including those of Russia, might have been impacted by the sanctions policy following the special military operation in Ukraine.
EU foreign policy chief Josep Borrell said on March 11 that the parties to the Vienna talks have taken a pause due to external factors. He said that the final text is practically ready and pledged to maintain contact with all JCPOA signatories to finalize the agreement.
"
PepsiCo sticking to plant construction plans in Russia’s Novosibirsk Region -  Business & Economy,"NOVOSIBIRSK, March 15. /TASS/. PepsiCo maintains plans to construct a plant for the production of snacks in the Industrial and Logistics Park of Russia’s Novosibirsk Region. The scheduled launch of the facility is set for late summer or early autumn of 2022, Director of Investor Relations at the Investment Promotion Agency of the Novosibirsk Region Elena Gogoleva told TASS on Tuesday.
Earlier, the management of PepsiCo announced the suspension of beverage sales in Russia, and investment in the country and advertisement activities here.
""The company confirms all previously announced plans. The launch is set for the end of summer or the beginning of autumn of 2022. Currently, the company is starting the commissioning and start-up process and the production testing,"" Gogoleva said, adding that around 400 employees have already been hired for work at the facility.
The agreement on constructing the plant was signed between PepsiCo and the Novosibirsk Region’s government in February 2019 at the Sochi Investment Forum. The construction started on the premises of the Industrial and Logistics Park in the autumn of 2020. Plans were in store that the first two lines of the facility would start operating at the end of last year. Investments in the project were expected at around 12 bln rubles ($106 mln).
By now around 8 bln rubles ($71 mln) have been invested in the project, Gogoleva said. The plant will produce up to 60,000 tonnes of products - chips and snacks - per year. The area, where apart from the plant a storage warehouse for potatoes will be located, totals 6 hectares. The building and assembly works are nearing completion at the facility now.
"
Russian authorities investigating woman who disrupted live TV news broadcast -  Society & Culture,"MOSCOW, March 15. /TASS/. The Russian Investigative Committee has launched a preliminary inquiry on Marina Ovsyannikova, who burst into the studio of Channel One's news program Vremya the last night during a live broadcast, a source in the law enforcement agencies told TASS.
""A preliminary inquiry is being conducted regarding Ovsyannikova to determine whether her actions constitute a crime under Article 207.3 of the Russian Criminal Code (‘Public dissemination of deliberately false information about the use of the Armed Forces of the Russian Federation’),"" the source said.
According to the source, no administrative case was initiated against her, and the materials were transferred to the Investigative Committee.
On Monday night, during a live broadcast of the Vremya TV evening news on Channel, a woman burst into the studio holding signs behind the newscaster. It later turned out that it was the editor of the program, Marina Ovsyannikova. The woman is a native of Odessa, a law enforcement source told TASS.
""The woman who burst into the studio of the TV news program Vremya during a live broadcast on Channel One is a native of Odessa,"" the source said. According to him, Marina Ovsyannikova was born there in 1978.
The woman is currently in custody.
"
Russia and Iran support early resumption of nuclear deal — Lavrov -  World,"MOSCOW, March 15. /TASS/. Moscow and Tehran stand for the early resumption of full implementation of the Joint Comprehensive Plan of Action on Iran's nuclear program (JCPOA), Russian Foreign Minister Sergey Lavrov said on Tuesday following talks with his Iranian counterpart Hossein Amir-Abdollahian.
""We discussed in detail the current situation around the Joint Comprehensive Plan of Action on Iran's nuclear program,"" Lavrov said. ""We are in favor of the earliest possible resumption of full implementation of this agreement, which was backed by the UN Security Council resolution, on the basis of the original balance of interests contained therein.
""We are waiting for the US to return to the legal framework of this nuclear deal, and we are also waiting for the lifting of the illegal sanctions the US has imposed to hurt not only Iran and its people, but a number of other countries,"" Lavrov pointed out.
Last week a pause was announced in the Vienna talks on the resumption of the Iran nuclear deal, with delegations returning to their capitals for consultations.
In the context of unprecedented sanctions pressure from Western countries, Moscow requested written guarantees from Washington that the current restrictions would not affect the regime of trade, economic and investment ties, which are inherent in the JCPOA, and that the sanctions situation would not affect Russian-Iranian cooperation. Iranian Foreign Ministry spokesman Saeed Khatibzadeh pointed out in this regard that Russia's request has been officially submitted, it should be discussed within the Joint Commission, like all proposals on the nuclear deal.
"
Brent drops below $100/bbl on ICE — market data -  Business & Economy,"MOSCOW, March 15. /TASS/. Brent oil futures with delivery in May 2022 lost 7.69% to $98.68 per barrel, according to data of the London-based ICE.
Brent prices were below $100 per barrel last time on March 1.
WTI oil prices tumbled 8.59% to $92.49 per barrel at the same time.
"
Russia fully honors its commitments on energy supplies — Ambassador in France -  Business & Economy,"PARIS, March 15. /TASS/. Russia honors its commitments on energy supplies in full scope, Russian Ambassador in France Alexey Meshkov said on Tuesday at the press conference.
""Despite the toughest sanctions imposed on us, Russia fully honors commitments on oil and gas supplies to Europe. Contrary to the challenging situation, the Ukrainian gas transport system is fully filled with Russian gas,"" the Ambassador said.
On February 24, Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aimed to demilitarize and denazify the country. Following this step, the United States, the European Union, the United Kingdom and several other countries announced sanctions against Russian individuals and legal entities.
"
EU imposes fourth package of economic and personal sanctions against Russia -  World,"BRUSSELS, March 15. /TASS/. The European Union officially approved the fourth package of sanctions against Russia, which includes economic and personal restrictive measures, the EU Council announced on Tuesday.
In particular, the EU limited imports of steel and iron from Russia, investments in the country's energy sector, exports of luxury goods to the country, and also imposed sanctions against Russian businessmen, journalists and companies. The list of sanctioned individuals and entities will be published later in the Official Journal of the European Union. After that the sanctions will come into force.
""This fourth package of sanctions is another major blow to the economic and logistic base upon which Russia relies on to carry out the invasion of Ukraine. The aim of the sanctions is that President Putin stops this inhuman and senseless war,"" Josep Borrell, High Representative for Foreign Affairs and Security Policy, says as quoted by the EU Council.
Steel, iron, luxuries, energy
New EU sanctions against Russia include restrictions on steel and iron imports, investment in the country's oil and energy sectors, and luxury exports to Russia, the EU Council said.
According to the statement the Council decided in particular to ""prohibit new investments in the Russian energy sector, as well as a to introduce a comprehensive export restriction on equipment, technology and services for the energy industry, introduce further trade restrictions concerning iron and steel, as well as luxury goods.""
As European Commission President Ursula von der Leyen previously explained, luxury goods, in particular, include expensive cars and jewelry.
The European Commission believes that restricting steel imports could lead to a loss of 3.3 billion euros in revenue for Russia.
Credit ratings, WTO
According to the statement the Council also decided ""to prohibit all transactions with certain state-owned enterprises, the provision of any credit rating services, as well as access to any subscription services in relation to credit rating activities, to any Russian person or entity.""
The EU and other members of the World Trade Organization (WTO) have agreed to deprive Russian goods and services of the most favored nation regime in EU markets. The EU also states that Belarus' WTO accession process should be suspended.
Personal sanctions
The EU has expanded the blacklist for Russia to include businessmen, journalists and companies from the country.
""Furthermore, the Council decided to sanction key oligarchs, lobbyist and propagandists pushing the Kremlin’s narrative on the situation in Ukraine as well as key companies in the aviation, military and dual use, shipbuilding and machine building sectors,"" the statement says.
The list of individuals and entities against which sanctions have been imposed will be later published in the Official Journal of the EU. Currently, there are more than 600 people and companies on the black list.
Russia’s military operation
Russian President Vladimir Putin said on February 24 that in response to a request by the heads of the Donbass republics he had made a decision to carry out a special military operation in Ukraine, stressing that Moscow had no plans of occupying Ukrainian territories. Putin said that the goals of the operation are demilitarization and denazification of Ukraine.
"
"Russia ready to normalize US ties, if Washington takes constructive stance, says Kremlin -  Russian Politics & Diplomacy","MOSCOW, March 15. /TASS/. Kremlin Spokesman Dmitry Peskov said on Tuesday he had no doubts that President Vladimir Putin would show political willpower to normalize relations with the United States, if Washington takes a constructive position.
When asked by journalists whether dialogue between Moscow and Washington and any normalization of relations are possible today, Peskov recalled that Putin ""has always been in favor of building good relations based on mutual respect and readiness to take into account each other’s concerns.""
""For several decades, President Putin has been bearing in mind our colleagues’ concerns, even the Americans, and had been asking to [them] to take our concerns into consideration. For 20 years, these concerns have been ignored and President Putin along with our country were faced with a fait accompli. When such an attitude is replaced with a constructive approach, I have no doubt that our president will demonstrate the corresponding political will,"" Peskov stressed.
On February 24, Russian President Vladimir Putin announced a special military operation in response to a request for help by the heads of the Donbass republics. He stressed that Moscow had no plans of occupying Ukrainian territories, but aimed to demilitarize and denazify the country.
Following this step, the United States, the European Union, the United Kingdom and several other countries announced sanctions against Russia individuals and legal entities.
"
DPR head says death toll from Ukrainian rocket attack on Donetsk rises to 21 -  Emergencies,"MOSCOW, March 15. /TASS/. The number of victims from the Ukrainian army’s recent missile strike on the center of Donetsk has risen to 21, as one of the victims died in the hospital, DPR leader Denis Pushilin said on Tuesday.
""Unfortunately, another person in the hospital has already died. Twenty-one people in total were killed as a result of yesterday's rocket attack. The rest are hospitalized, and doctors are doing everything they can,"" he said during a broadcast on the Rossiya-24 TV channel.
According to Pushilin, the names of all those responsible for the rocket attack have been established. ""Yesterday, we found out, based on the number of the missile, what kind of units it was, who the commanders were, who gave the order on the spot, and whether there was appropriate coordination,"" he specified.
""Naturally, our unit has a corresponding task with regard to war criminals,"" the DPR leader said.
According to the Russian Defense Ministry, the Ukrainian army launched a rocket attack on a residential neighborhood in Donetsk at around 11:30 a.m. on Monday. March 15 has been declared a day of mourning in the DPR.
"
